id,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
849,111.87,67.122,0.99,994,"Amazon Digital Services,  Inc.",2862
850,111.87,67.122,0.99,995,"Amazon Digital Services,  Inc.",2862
851,111.87,0,0.99,996,"Amazon Digital Services,  Inc.",2862
852,864.45,518.67,7.65,997,Penguin Group (USA) LLC,2862
853,1327.75,796.65,11.75,1000,Random House LLC,2862
854,781.96,469.176,6.92,1001,Random House LLC,2862
855,450.87,270.522,3.99,1001,"Amazon Digital Services,  Inc.",2862
856,337.87,0,2.99,1004,"Amazon Digital Services,  Inc.",2862
857,970.67,582.402,8.59,1005,Penguin Group (USA) LLC,2862
858,1015.87,609.522,8.99,1006,Hachette Book Group,2862
859,846.37,507.822,7.49,1006,Penguin Group (USA) LLC,2862
860,789.87,473.922,6.99,1007,"Amazon Digital Services,  Inc.",2862
861,111.87,67.122,0.99,1007,"Amazon Digital Services,  Inc.",2862
862,224.87,134.922,1.99,1008,"Amazon Digital Services,  Inc.",2862
863,111.87,67.122,0.99,1009,"Amazon Digital Services,  Inc.",2862
864,224.87,134.922,1.99,1010,HarperCollins Publishers,2862
865,992.14,595.284,8.78,1011,Simon and Schuster Digital Sales Inc,2862
866,282.5,169.5,2.5,1012,"Amazon Digital Services,  Inc.",2862
867,110.88,66.528,0.99,1013,"Amazon Digital Services,  Inc.",2862
868,838.88,503.328,7.49,1015,Macmillan,2862
869,334.88,0,2.99,1019,"Amazon Digital Services,  Inc.",2862
870,670.88,0,5.99,1020,"Amazon Digital Services,  Inc.",4480
871,334.88,200.928,2.99,1020,"Amazon Digital Services,  Inc.",4480
872,334.88,200.928,2.99,1022,Hachette Book Group,4480
873,110.88,0,0.99,1023,"Amazon Digital Services,  Inc.",4480
874,894.88,536.928,7.99,1024,Simon and Schuster Digital Sales Inc,4480
875,334.88,0,2.99,1027,"Amazon Digital Services,  Inc.",4480
876,670.88,402.528,5.99,1027,HarperCollins Publishers,4480
877,446.88,0,3.99,1030,"Amazon Digital Services,  Inc.",4440
878,894.88,536.928,7.99,1032,Random House LLC,4440
879,842.24,505.344,7.52,1032,"Amazon Digital Services,  Inc.",4440
880,334.88,0,2.99,1033,"Amazon Digital Services,  Inc.",4440
881,1326.08,795.648,11.84,1033,Random House LLC,4440
882,446.88,0,3.99,1034,"Amazon Digital Services,  Inc.",4440
883,558.88,0,4.99,1035,"Amazon Digital Services,  Inc.",4440
884,110.88,66.528,0.99,1036,"Amazon Digital Services,  Inc.",4440
885,1230.88,738.528,10.99,1037,Penguin Group (USA) LLC,4440
886,558.88,335.328,4.99,1042,Random House LLC,4440
887,334.88,0,2.99,1042,"Amazon Digital Services,  Inc.",4440
888,838.88,503.328,7.49,1043,Penguin Group (USA) LLC,4440
889,334.88,200.928,2.99,1044,HarperCollins Publishers,4440
890,446.88,268.128,3.99,1046,Hachette Book Group,4440
891,670.88,0,5.99,1048,"Amazon Digital Services,  Inc.",4400
892,222.88,133.728,1.99,1049,Simon and Schuster Digital Sales Inc,4400
893,334.88,200.928,2.99,1050,Macmillan,4400
894,222.88,133.728,1.99,1050,Hachette Book Group,4400
895,109.89,0,0.99,1052,"Amazon Digital Services,  Inc.",4400
896,331.89,0,2.99,1052,"Amazon Digital Services,  Inc.",4400
897,1330.89,798.534,11.99,1053,Penguin Group (USA) LLC,4400
898,442.89,0,3.99,1054,"Amazon Digital Services,  Inc.",4400
899,109.89,0,0.99,1055,"Amazon Digital Services,  Inc.",4400
900,331.89,0,2.99,1056,"Amazon Digital Services,  Inc.",4400
901,331.89,0,2.99,1057,"Amazon Digital Services,  Inc.",4400
902,109.89,65.934,0.99,1058,"Amazon Digital Services,  Inc.",4400
903,109.89,0,0.99,1058,"Amazon Digital Services,  Inc.",4400
904,220.89,132.534,1.99,1059,"Amazon Digital Services,  Inc.",4400
905,331.89,0,2.99,1059,"Amazon Digital Services,  Inc.",4400
906,331.89,0,2.99,1060,"Amazon Digital Services,  Inc.",4400
907,899.1,539.46,8.1,1061,"Amazon Digital Services,  Inc.",4400
908,1314.24,788.544,11.84,1062,Random House LLC,4400
909,220.89,132.534,1.99,1066,Hachette Book Group,4400
910,1330.89,798.534,11.99,1066,Penguin Group (USA) LLC,4400
911,1225.44,735.264,11.04,1068,Macmillan,4360
912,109.89,65.934,0.99,1069,"Amazon Digital Services,  Inc.",4360
913,196.47,0,1.77,1071,"Amazon Digital Services,  Inc.",4360
914,109.89,0,0.99,1072,"Amazon Digital Services,  Inc.",4360
915,109.89,0,0.99,1073,"Amazon Digital Services,  Inc.",4360
916,637.14,382.284,5.74,1074,HarperCollins Publishers,4360
917,858.03,514.818,7.73,1075,Hachette Book Group,4360
918,442.89,0,3.99,1076,"Amazon Digital Services,  Inc.",4360
919,1219.89,731.934,10.99,1077,Random House LLC,4360
920,331.89,0,2.99,1078,"Amazon Digital Services,  Inc.",4360
921,1414.14,848.484,12.74,1080,Simon and Schuster Digital Sales Inc,4360
922,331.89,0,2.99,1081,"Amazon Digital Services,  Inc.",4360
923,331.89,0,2.99,1082,"Amazon Digital Services,  Inc.",4360
924,109.89,65.934,0.99,1085,"Amazon Digital Services,  Inc.",4360
925,548.9,0,4.99,1089,"Amazon Digital Services,  Inc.",4360
926,1098.9,659.34,9.99,1090,"Amazon Digital Services,  Inc.",4360
927,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4360
928,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4320
929,438.9,0,3.99,1093,"Amazon Digital Services,  Inc.",4320
930,1230.9,738.54,11.19,1095,HarperCollins Publishers,4320
931,108.9,65.34,0.99,1097,Macmillan,4320
932,438.9,0,3.99,1098,"Amazon Digital Services,  Inc.",4320
933,108.9,0,0.99,1099,"Amazon Digital Services,  Inc.",4320
934,218.9,131.34,1.99,1099,"Amazon Digital Services,  Inc.",4320
935,438.9,0,3.99,1100,"Amazon Digital Services,  Inc.",4320
936,1351.9,811.14,12.29,1101,HarperCollins Publishers,4320
937,1208.9,725.34,10.99,1101,Random House LLC,4320
938,878.9,527.34,7.99,1102,Penguin Group (USA) LLC,4320
939,108.9,65.34,0.99,1102,"Amazon Digital Services,  Inc.",4320
940,328.9,0,2.99,1105,"Amazon Digital Services,  Inc.",4320
941,603.9,362.34,5.49,1106,HarperCollins Publishers,4320
942,988.9,593.34,8.99,1106,Random House LLC,4320
943,438.9,0,3.99,1107,"Amazon Digital Services,  Inc.",4320
944,1200.1,720.06,10.91,1107,Simon and Schuster Digital Sales Inc,4320
945,988.9,593.34,8.99,1111,Penguin Group (USA) LLC,4320
946,988.9,593.34,8.99,1112,HarperCollins Publishers,4320
947,548.9,329.34,4.99,1118,"Amazon Digital Services,  Inc.",4280
948,108.9,0,0.99,1119,"Amazon Digital Services,  Inc.",4280
949,1867.8,1120.68,16.98,1119,Penguin Group (USA) LLC,4280
950,416.9,250.14,3.79,1120,HarperCollins Publishers,4280
951,548.9,0,4.99,1120,"Amazon Digital Services,  Inc.",4280
952,493.9,296.34,4.49,1123,Macmillan,4280
953,641.3,384.78,5.83,1124,Simon and Schuster Digital Sales Inc,4280
954,1088.91,653.346,9.99,1127,Random House LLC,4280
955,216.91,130.146,1.99,1128,Simon and Schuster Digital Sales Inc,4280
956,434.91,260.946,3.99,1129,HarperCollins Christian Publishing,4280
957,1160.85,696.51,10.65,1130,Penguin Group (USA) LLC,4280
958,516.66,309.996,4.74,1131,HarperCollins Publishers,4280
959,107.91,0,0.99,1131,"Amazon Digital Services,  Inc.",4280
960,107.91,64.746,0.99,1132,"Amazon Digital Services,  Inc.",4280
961,543.91,0,4.99,1132,"Amazon Digital Services,  Inc.",4280
962,1502.02,901.212,13.78,1136,Macmillan,4280
963,107.91,64.746,0.99,1137,"Amazon Digital Services,  Inc.",4280
964,107.91,0,0.99,1138,"Amazon Digital Services,  Inc.",4280
965,325.91,0,2.99,1140,"Amazon Digital Services,  Inc.",4280
966,706.32,423.792,6.48,1141,Hachette Book Group,4240
967,216.91,130.146,1.99,1142,Macmillan,4240
968,1306.91,784.146,11.99,1144,Penguin Group (USA) LLC,4240
969,960.29,576.174,8.81,1147,Simon and Schuster Digital Sales Inc,4240
970,598.41,359.046,5.49,1148,Simon and Schuster Digital Sales Inc,4240
971,325.91,195.546,2.99,1148,"Amazon Digital Services,  Inc.",4240
972,325.91,0,2.99,1148,"Amazon Digital Services,  Inc.",4240
973,325.91,195.546,2.99,1149,"Amazon Digital Services,  Inc.",4240
974,620.21,372.126,5.69,1150,Hachette Book Group,4240
975,434.91,0,3.99,1151,"Amazon Digital Services,  Inc.",4240
976,325.91,0,2.99,1152,"Amazon Digital Services,  Inc.",4240
977,107.91,0,0.99,1153,"Amazon Digital Services,  Inc.",4240
978,325.91,0,2.99,1154,"Amazon Digital Services,  Inc.",4240
979,434.91,0,3.99,1155,"Amazon Digital Services,  Inc.",4240
980,434.91,0,3.99,1156,"Amazon Digital Services,  Inc.",4240
981,543.91,326.346,4.99,1156,Random House LLC,4240
982,543.91,0,4.99,1160,"Amazon Digital Services,  Inc.",109
983,107.91,0,0.99,1160,"Amazon Digital Services,  Inc.",109
984,107.91,0,0.99,1161,"Amazon Digital Services,  Inc.",109
985,761.91,0,6.99,1161,"Amazon Digital Services,  Inc.",109
986,538.92,0,4.99,1164,"Amazon Digital Services,  Inc.",108
987,646.92,388.152,5.99,1166,Hachette Book Group,108
988,970.92,582.552,8.99,1167,Macmillan,108
989,106.92,0,0.99,1167,"Amazon Digital Services,  Inc.",108
990,106.92,64.152,0.99,1167,"Amazon Digital Services,  Inc.",108
991,1659.96,995.976,15.37,1168,"Amazon Digital Services,  Inc.",108
992,412.56,0,3.82,1169,"Amazon Digital Services,  Inc.",108
993,430.92,0,3.99,1169,"Amazon Digital Services,  Inc.",108
994,430.92,0,3.99,1170,"Amazon Digital Services,  Inc.",108
995,1186.92,712.152,10.99,1173,Penguin Group (USA) LLC,108
996,1150.2,690.12,10.65,1174,Penguin Group (USA) LLC,108
997,430.92,0,3.99,1175,"Amazon Digital Services,  Inc.",108
998,1327.32,796.392,12.29,1179,HarperCollins Publishers,108
999,322.92,0,2.99,1182,"Amazon Digital Services,  Inc.",108
1000,322.92,0,2.99,1183,"Amazon Digital Services,  Inc.",108
1001,516.24,309.744,4.78,1184,"Amazon Digital Services,  Inc.",108
1002,214.92,128.952,1.99,1186,HarperCollins Publishers,108
1003,139.32,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108
1004,748.44,449.064,6.93,1190,Hachette Book Group,108
1005,106.92,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108
1006,646.92,388.152,5.99,1193,Hachette Book Group,108
1007,1186.92,712.152,10.99,1194,Penguin Group (USA) LLC,108
1008,538.92,0,4.99,1195,"Amazon Digital Services,  Inc.",108
1009,106.92,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108
1010,430.92,0,3.99,1196,"Amazon Digital Services,  Inc.",108
1011,538.92,323.352,4.99,1197,HarperCollins Publishers,108
1012,322.92,193.752,2.99,1198,"Amazon Digital Services,  Inc.",108
1013,1078.92,647.352,9.99,1198,Random House LLC,108
1014,214.92,0,1.99,1199,"Amazon Digital Services,  Inc.",108
1015,430.92,0,3.99,1199,"Amazon Digital Services,  Inc.",108
1016,322.92,0,2.99,1199,"Amazon Digital Services,  Inc.",108
1017,322.92,193.752,2.99,1200,HarperCollins Publishers,108
1018,105.93,0,0.99,1201,"Amazon Digital Services,  Inc.",107
1019,854.93,512.958,7.99,1201,Random House LLC,107
1020,919.13,551.478,8.59,1201,Penguin Group (USA) LLC,107
1021,105.93,63.558,0.99,1203,"Amazon Digital Services,  Inc.",107
1022,426.93,256.158,3.99,1206,Penguin Group (USA) LLC,107
1023,1272.23,763.338,11.89,1207,HarperCollins Publishers,107
1024,640.93,0,5.99,1212,"Amazon Digital Services,  Inc.",107
1025,105.93,0,0.99,1213,"Amazon Digital Services,  Inc.",107
1026,408.74,0,3.82,1214,"Amazon Digital Services,  Inc.",107
1027,319.93,0,2.99,1215,"Amazon Digital Services,  Inc.",107
1028,1282.93,769.758,11.99,1216,Random House LLC,107
1029,640.93,384.558,5.99,1217,Macmillan,107
1030,854.93,512.958,7.99,1217,HarperCollins Publishers,107
1031,1175.93,705.558,10.99,1218,"Amazon Digital Services,  Inc.",107
1032,105.93,0,0.99,1218,"Amazon Digital Services,  Inc.",107
1033,854.93,512.958,7.99,1219,Random House LLC,107
1034,426.93,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107
1035,405.53,243.318,3.79,1222,HarperCollins Publishers,107
1036,324.21,194.526,3.03,1223,"Amazon Digital Services,  Inc.",107
1037,747.93,448.758,6.99,1223,Penguin Group (USA) LLC,107
1038,951.23,570.738,8.89,1224,Simon and Schuster Digital Sales Inc,107
1039,319.93,0,2.99,1225,"Amazon Digital Services,  Inc.",107
1040,529.65,317.79,4.95,1226,"Amazon Digital Services,  Inc.",107
1041,426.93,0,3.99,1230,"Amazon Digital Services,  Inc.",107
1042,105.93,0,0.99,1232,"Amazon Digital Services,  Inc.",107
1043,822.83,493.698,7.69,1233,Random House LLC,107
1044,1149.18,689.508,10.74,1235,Penguin Group (USA) LLC,107
1045,640.93,384.558,5.99,1236,Random House LLC,107
1046,319.93,0,2.99,1237,"Amazon Digital Services,  Inc.",107
1047,104.94,0,0.99,1238,"Amazon Digital Services,  Inc.",106
1048,477,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106
1049,1588.94,953.364,14.99,1243,Hachette Book Group,106
1050,212,0,2,1243,"Amazon Digital Services,  Inc.",106
1051,735.64,441.384,6.94,1244,Penguin Group (USA) LLC,106
1052,846.94,508.164,7.99,1247,Random House LLC,106
1053,1334.54,800.724,12.59,1248,Random House LLC,106
1054,827.86,496.716,7.81,1249,Penguin Group (USA) LLC,106
1055,589.36,353.616,5.56,1251,Hachette Book Group,106
1056,316.94,0,2.99,1253,"Amazon Digital Services,  Inc.",106
1057,1058.94,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106
1058,316.94,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106
1059,740.94,444.564,6.99,1257,Random House LLC,106
1060,210.94,0,1.99,1258,"Amazon Digital Services,  Inc.",106
1061,104.94,0,0.99,1263,"Amazon Digital Services,  Inc.",106
1062,815.14,489.084,7.69,1265,Random House LLC,106
1063,846.94,508.164,7.99,1266,Random House LLC,106
1064,316.94,0,2.99,1266,"Amazon Digital Services,  Inc.",106
1065,104.94,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106
1066,846.94,508.164,7.99,1270,Random House LLC,106
1067,846.94,508.164,7.99,1271,Hachette Book Group,106
1068,104.94,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106
1069,316.94,0,2.99,1273,"Amazon Digital Services,  Inc.",106
